test_case_id,title,module,screen_id,topic,priority,type,preconditions,test_data,test_steps,expected_result
TC_1074_01,Positive flow: Verify account with correct code,Account Management,1074,form,P1,Functional,User is logged in and on the account verification screen.,Correct verification code,Open the app and navigate to the account verification screen. | Enter the correct verification code into the input field. | Tap the 'Continue' button.,The user is redirected to the next verification step or the account is verified successfully.
TC_1074_02,Negative flow: Verify account with incorrect code,Account Management,1074,form,P1,Negative,User is logged in and on the account verification screen.,Incorrect verification code,Open the app and navigate to the account verification screen. | Enter an incorrect verification code into the input field. | Tap the 'Continue' button.,An error message is displayed indicating that the code is incorrect.
TC_1074_03,Boundary validation: Verify account with empty code,Account Management,1074,form,P1,Functional,User is logged in and on the account verification screen.,Empty verification code,Open the app and navigate to the account verification screen. | Enter an empty verification code into the input field. | Tap the 'Continue' button.,An error message is displayed indicating that the code cannot be empty.
TC_1074_04,Toggle state: Verify account with valid code,Account Management,1074,form,P1,Functional,User is logged in and on the account verification screen.,Valid verification code,Open the app and navigate to the account verification screen. | Enter a valid verification code into the input field. | Tap the 'Continue' button. | Tap the 'Continue' button again after receiving a confirmation message.,The user is redirected to the next verification step or the account is verified successfully.
TC_1074_05,Clickable button: Verify account with valid code,Account Management,1074,form,P1,Functional,User is logged in and on the account verification screen.,Valid verification code,Open the app and navigate to the account verification screen. | Enter a valid verification code into the input field. | Tap the 'Continue' button.,The user is redirected to the next verification step or the account is verified successfully.
TC_1074_06,Check box: Verify account with valid code,Account Management,1074,form,P1,Functional,User is logged in and on the account verification screen.,Valid verification code,Open the app and navigate to the account verification screen. | Enter a valid verification code into the input field. | Tap the 'Continue' button.,The user is redirected to the next verification step or the account is verified successfully.
TC_1074_07,Select: Verify account with valid code,Account Management,1074,form,P1,Functional,User is logged in and on the account verification screen.,Valid verification code,Open the app and navigate to the account verification screen. | Enter a valid verification code into the input field. | Tap the 'Continue' button.,The user is redirected to the next verification step or the account is verified successfully.
TC_1074_08,Input: Verify account with valid code,Account Management,1074,form,P1,Functional,User is logged in and on the account verification screen.,Valid verification code,Open the app and navigate to the account verification screen. | Enter a valid verification code into the input field. | Tap the 'Continue' button.,The user is redirected to the next verification step or the account is verified successfully.
TC_10743_01,User navigates to the 'GET CONNECTED' screen,FitnessApp,10743,tutorial,P1,Functional,,,Open the fitness app. | Navigate to the 'GET CONNECTED' screen.,The 'GET CONNECTED' screen is displayed.
TC_10743_02,User clicks on the 'CONNECT APPS AND DEVICES' button,FitnessApp,10743,tutorial,P1,Functional,,,Open the fitness app. | Navigate to the 'GET CONNECTED' screen. | Click on the 'CONNECT APPS AND DEVICES' button.,The app transitions to the device and app connection screen.
TC_10743_03,User clicks on the 'SKIP AND FINISH SIGN UP' button,FitnessApp,10743,tutorial,P1,Functional,,,Open the fitness app. | Navigate to the 'GET CONNECTED' screen. | Click on the 'SKIP AND FINISH SIGN UP' button.,The user is directed to the sign-up completion screen.
TC_10743_04,User skips the 'GET CONNECTED' screen,FitnessApp,10743,tutorial,P1,Functional,,,Open the fitness app. | Click on the 'SKIP AND FINISH SIGN UP' button.,The user is directed to the sign-up completion screen.
TC_10743_05,User navigates back to the 'GET CONNECTED' screen after skipping,FitnessApp,10743,tutorial,P1,Functional,,,Open the fitness app. | Click on the 'SKIP AND FINISH SIGN UP' button. | Navigate back to the 'GET CONNECTED' screen.,The 'GET CONNECTED' screen is displayed.
TC_10743_06,User clicks on the 'CONNECT APPS AND DEVICES' button after skipping,FitnessApp,10743,tutorial,P1,Functional,,,Open the fitness app. | Click on the 'SKIP AND FINISH SIGN UP' button. | Click on the 'CONNECT APPS AND DEVICES' button.,The app transitions to the device and app connection screen.
TC_10743_07,User clicks on the 'CONNECT APPS AND DEVICES' button multiple times,FitnessApp,10743,tutorial,P1,Functional,,,Open the fitness app. | Navigate to the 'GET CONNECTED' screen. | Click on the 'CONNECT APPS AND DEVICES' button multiple times.,The app transitions to the device and app connection screen each time.
TC_10743_08,User clicks on the 'SKIP AND FINISH SIGN UP' button multiple times,FitnessApp,10743,tutorial,P1,Functional,,,Open the fitness app. | Navigate to the 'GET CONNECTED' screen. | Click on the 'SKIP AND FINISH SIGN UP' button multiple times.,The user is directed to the sign-up completion screen each time.
TC_10798_001,Verify the presence of all menu options,MusicApp,10798,menu,P1,Functional,,,"Open the app and navigate to the menu screen. | Verify that all menu options: 'Explore,' 'My Playlist,' 'Categories / Genres,' 'Featured Playlist,' 'More App,' and 'Exit' are present.",All menu options are visible and accessible.
TC_10798_002,Click on each menu option and verify navigation,MusicApp,10798,menu,P1,Functional,,,"Open the app and navigate to the menu screen. | Click on each menu option: 'Explore,' 'My Playlist,' 'Categories / Genres,' 'Featured Playlist,' 'More App,' and 'Exit'. | Verify that each option navigates to the expected screen.",Each menu option navigates to the expected screen.
TC_10798_003,Search functionality,MusicApp,10798,menu,P1,Functional,,,Open the app and navigate to the menu screen. | Click on the 'Search' icon in the header. | Enter a search term and verify that the search results are displayed.,The search term is entered and search results are displayed.
TC_10798_004,Verify the presence of album covers and titles,MusicApp,10798,menu,P1,Functional,,,"Open the app and navigate to the menu screen. | Verify that the three list rows with album covers and titles: 'Solo Alabanza y Adoración,' 'BALADA,' and 'MARCOS VIDAL' are present.",All album covers and titles are visible.
TC_10798_005,Verify the blurred background image,MusicApp,10798,menu,P1,Functional,,,Open the app and navigate to the menu screen. | Verify that the blurred background image of a concert with silhouettes of people raising their hands is present.,The blurred background image is visible.
TC_10798_006,Verify the 'Exit' option,MusicApp,10798,menu,P1,Functional,,,Open the app and navigate to the menu screen. | Click on the 'Exit' option. | Verify that the app exits.,The app exits successfully.
TC_10798_007,Verify the 'More App' option,MusicApp,10798,menu,P1,Functional,,,Open the app and navigate to the menu screen. | Click on the 'More App' option. | Verify that the 'More App' screen is displayed.,The 'More App' screen is displayed.
TC_10798_008,Verify the 'Categories / Genres' option,MusicApp,10798,menu,P1,Functional,,,Open the app and navigate to the menu screen. | Click on the 'Categories / Genres' option. | Verify that the 'Categories / Genres' screen is displayed.,The 'Categories / Genres' screen is displayed.
TC_10798_009,Verify the 'Featured Playlist' option,MusicApp,10798,menu,P1,Functional,,,Open the app and navigate to the menu screen. | Click on the 'Featured Playlist' option. | Verify that the 'Featured Playlist' screen is displayed.,The 'Featured Playlist' screen is displayed.
TC_10863_001,User navigates to the home page,Healthcare App,10863,profile,P0,Functional,,,Open the healthcare-related mobile application. | Verify that the user is on the home page.,"The screen displays the status bar, header, profile section, rating prompt, action center, and recent activity."
TC_10863_002,User selects the 'No thanks' button in the rating prompt,Healthcare App,10863,profile,P0,Functional,,,Open the healthcare-related mobile application. | Navigate to the home page. | Click on the 'No thanks' button in the rating prompt.,"The rating prompt is dismissed, and the user remains on the home page."
TC_10863_003,User selects the 'Sure' button in the rating prompt,Healthcare App,10863,profile,P0,Functional,,,Open the healthcare-related mobile application. | Navigate to the home page. | Click on the 'Sure' button in the rating prompt.,"The rating prompt is dismissed, and the user is prompted to rate the app on Google Play."
TC_10863_004,User navigates to the profile section,Healthcare App,10863,profile,P0,Functional,,,Open the healthcare-related mobile application. | Navigate to the home page. | Click on the user's name 'Laura Lee' in the header.,The user is navigated to the profile page.
TC_10863_005,User attempts to set a mobile passcode,Healthcare App,10863,profile,P0,Functional,,,Open the healthcare-related mobile application. | Navigate to the home page. | Click on the 'Set a mobile passcode' button in the action center.,The user is prompted to set a mobile passcode.
TC_10863_006,User attempts to view unread emails,Healthcare App,10863,profile,P0,Functional,,,Open the healthcare-related mobile application. | Navigate to the home page. | Click on the 'Unread emails' button in the action center.,The user is navigated to the unread emails section.
TC_10863_007,User attempts to view new clinical items,Healthcare App,10863,profile,P0,Functional,,,Open the healthcare-related mobile application. | Navigate to the home page. | Click on the 'New clinical items' button in the action center.,The user is navigated to the new clinical items section.
TC_10863_008,User navigates to the recent activity section,Healthcare App,10863,profile,P0,Functional,,,Open the healthcare-related mobile application. | Navigate to the home page. | Click on the 'Recent activity' section.,The user is navigated to the recent activity section.
TC_10863_009,User attempts to connect a health record,Healthcare App,10863,profile,P0,Functional,,,Open the healthcare-related mobile application. | Navigate to the home page. | Click on the 'Connect a health record' button in the recent activity section.,The user is prompted to connect a health record.
TC_10890_001,Verify the presence of the promotional overlay,Java Tutorial App,10890,modal,P1,Functional,,,Open the Java Tutorial app. | Check if the promotional overlay for Sololearn app is displayed.,The promotional overlay for Sololearn app is displayed.
TC_10890_002,Verify the 'GET IT NOW' button functionality,Java Tutorial App,10890,modal,P1,Functional,,,Open the Java Tutorial app. | Click on the 'GET IT NOW' button.,The user is redirected to the Sololearn app download page.
TC_10890_003,Verify the 'LATER' button functionality,Java Tutorial App,10890,modal,P1,Functional,,,Open the Java Tutorial app. | Click on the 'LATER' button.,The promotional overlay for Sololearn app is dismissed.
TC_10890_004,Verify the navigation bar functionality,Java Tutorial App,10890,modal,P1,Functional,,,Open the Java Tutorial app. | Click on the 'Classes and Objects' section in the navigation bar.,The user is navigated to the 'Classes and Objects' section of the Java Tutorial app.
TC_10890_005,Verify the accessibility of the promotional overlay,Java Tutorial App,10890,modal,P2,Accessibility,,,Open the Java Tutorial app. | Perform accessibility checks on the promotional overlay.,The promotional overlay is accessible and meets accessibility standards.
TC_10890_006,Verify the usability of the promotional overlay,Java Tutorial App,10890,modal,P2,Usability,,,Open the Java Tutorial app. | Check the usability of the 'GET IT NOW' and 'LATER' buttons.,The 'GET IT NOW' and 'LATER' buttons are easily identifiable and functional.
TC_10966_01,Verify the presence of the 'About' page header,MobileApp,10966,terms,P0,Functional,,,Open the app and navigate to the 'About' page. | Verify that the header contains a back arrow and the word 'About'.,The header displays a back arrow and the word 'About'.
TC_10966_02,Verify the presence of the title 'Comprehensive Eye Exam anywhere at your convenience!',MobileApp,10966,terms,P0,Functional,,,Open the app and navigate to the 'About' page. | Verify that the title reads 'Comprehensive Eye Exam anywhere at your convenience!'.,The title reads 'Comprehensive Eye Exam anywhere at your convenience!'.
TC_10966_03,"Verify the presence of the subtitle 'Use the set of eye tests in this app to check your eyesight, detect eye problems and take preventive measures before you are able to get to the doctor's office.'",MobileApp,10966,terms,P0,Functional,,,"Open the app and navigate to the 'About' page. | Verify that the subtitle reads 'Use the set of eye tests in this app to check your eyesight, detect eye problems and take preventive measures before you are able to get to the doctor's office.'","The subtitle reads 'Use the set of eye tests in this app to check your eyesight, detect eye problems and take preventive measures before you are able to get to the doctor's office.'"
TC_10966_04,Verify the presence of the 'Eye Health Awareness Quizzes' section,MobileApp,10966,terms,P0,Functional,,,Open the app and navigate to the 'About' page. | Verify that the 'Eye Health Awareness Quizzes' section is present.,The 'Eye Health Awareness Quizzes' section is present.
TC_10966_05,Verify the presence of the 'Track Progress' section,MobileApp,10966,terms,P0,Functional,,,Open the app and navigate to the 'About' page. | Verify that the 'Track Progress' section is present.,The 'Track Progress' section is present.
TC_10966_06,Verify the presence of social media icons for sharing,MobileApp,10966,terms,P0,Functional,,,Open the app and navigate to the 'About' page. | Verify that social media icons for sharing are present.,Social media icons for sharing are present.
TC_10966_07,Verify the presence of links to 'Ter,MobileApp,10966,terms,P0,Functional,,,Open the app and navigate to the 'About' page. | Verify that links to 'Ter are present.,Links to 'Ter are present.
TC_11039_001,Verify navigation to the previous screen,GTA San Andreas,11039,gallery,P1,Functional,,,Click on the back arrow icon in the Header/App Bar.,The user should be redirected to the previous screen.
TC_11039_002,Search for a specific character,GTA San Andreas,11039,gallery,P1,Functional,,Search term: Michael,Click on the magnifying glass icon in the Header/App Bar. | Enter the search term 'Michael' in the search input field. | Press the Enter key to perform the search.,The search results for 'Michael' should be displayed.
TC_11039_003,Click on a character image to view details,GTA San Andreas,11039,gallery,P1,Functional,,,Click on the character image in the Character Section.,The user should be redirected to the character details screen.
TC_11039_004,Click on a feature screenshot to view details,GTA San Andreas,11039,gallery,P1,Functional,,,Click on the feature screenshot in the Features Section.,The user should be redirected to the feature details screen.
TC_11039_005,Click on a gang image to view details,GTA San Andreas,11039,gallery,P1,Functional,,,Click on the gang image in the Gangs Section.,The user should be redirected to the gang details screen.
TC_11039_006,Click on a location map to view details,GTA San Andreas,11039,gallery,P1,Functional,,,Click on the location map in the Locations Section.,The user should be redirected to the location details screen.
TC_11039_007,Click on a mission screenshot to view details,GTA San Andreas,11039,gallery,P1,Functional,,,Click on the mission screenshot in the Missions Section.,The user should be redirected to the mission details screen.
TC_11039_008,Click on the advertisement section to view details,GTA San Andreas,11039,gallery,P1,Functional,,,Click on the advertisement section in the Advertisement Section.,The user should be redirected to the advertisement details screen.
TC_11049_001,Positive flow: Select all TV services and confirm,Settings,11049,settings,P1,Functional,User is logged in and on the TV channel selection screen,All TV services are selected,"Navigate to the TV channel selection screen | Select all checkboxes next to the TV service providers | Click on the blue button 'TAK, TO MOJE KANAŁY'",All TV services are confirmed as selected
TC_11049_002,Negative flow: Unselect all TV services and confirm,Settings,11049,settings,P1,Functional,User is logged in and on the TV channel selection screen,All TV services are unselected,"Navigate to the TV channel selection screen | Unselect all checkboxes next to the TV service providers | Click on the blue button 'TAK, TO MOJE KANAŁY'",All TV services are confirmed as unselected
TC_11049_003,Negative flow: Unselect some TV services and confirm,Settings,11049,settings,P1,Functional,User is logged in and on the TV channel selection screen,Some TV services are unselected,"Navigate to the TV channel selection screen | Unselect some checkboxes next to the TV service providers | Click on the blue button 'TAK, TO MOJE KANAŁY'",Some TV services are confirmed as unselected
TC_11049_004,Negative flow: Unselect all TV services and try to confirm,Settings,11049,settings,P1,Functional,User is logged in and on the TV channel selection screen,All TV services are unselected,"Navigate to the TV channel selection screen | Unselect all checkboxes next to the TV service providers | Click on the blue button 'TAK, TO MOJE KANAŁY'",An error message is displayed indicating that all TV services must be selected
TC_11049_005,Negative flow: Select some TV services and try to confirm,Settings,11049,settings,P1,Functional,User is logged in and on the TV channel selection screen,Some TV services are selected,"Navigate to the TV channel selection screen | Select some checkboxes next to the TV service providers | Click on the blue button 'TAK, TO MOJE KANAŁY'",An error message is displayed indicating that all TV services must be selected
TC_11049_006,Negative flow: Select all TV services and try to unselect some,Settings,11049,settings,P1,Functional,User is logged in and on the TV channel selection screen,All TV services are selected,"Navigate to the TV channel selection screen | Select all checkboxes next to the TV service providers | Unselect some checkboxes next to the TV service providers | Click on the blue button 'TAK, TO MOJE KANAŁY'",An error message is displayed indicating that all TV services must be selected
TC_11049_007,Negative flow: Select some TV services and try to unselect all,Settings,11049,settings,P1,Functional,User is logged in and on the TV channel selection screen,Some TV services are selected,"Navigate to the TV channel selection screen | Select some checkboxes next to the TV service providers | Unselect all checkboxes next to the TV service providers | Click on the blue button 'TAK, TO MOJE KANAŁY'",An error message is displayed indicating that all TV services must be selected
TC_11082_01,Login with Facebook - Positive Flow,Ticketpop,11082,login,P1,Functional,,,Open the Ticketpop app. | Click on the 'Login with Facebook' button.,"The user should be redirected to the Facebook login page. | After successful login, the user should be redirected back to the Ticketpop app."
TC_11082_02,Connect with Email - Positive Flow,Ticketpop,11082,login,P1,Functional,,,Open the Ticketpop app. | Click on the 'Connect with Email' button.,"The user should be redirected to the email login page. | After successful login, the user should be redirected back to the Ticketpop app."
TC_11082_03,Sign In Button - Positive Flow,Ticketpop,11082,login,P1,Functional,,,Open the Ticketpop app. | Click on the 'Sign In' button.,The user should be redirected to the login page.
TC_11082_04,Skip Button - Positive Flow,Ticketpop,11082,login,P1,Functional,,,Open the Ticketpop app. | Click on the 'Skip' button.,The user should be redirected to the main screen of the Ticketpop app.
TC_11082_05,Login with Facebook - Negative Flow,Ticketpop,11082,login,P2,Negative,,,Open the Ticketpop app. | Click on the 'Login with Facebook' button. | Cancel the Facebook login process.,The user should be redirected back to the login page.
TC_11082_06,Connect with Email - Negative Flow,Ticketpop,11082,login,P2,Negative,,,Open the Ticketpop app. | Click on the 'Connect with Email' button. | Cancel the email login process.,The user should be redirected back to the login page.
TC_11082_07,Sign In Button - Negative Flow,Ticketpop,11082,login,P2,Negative,,,Open the Ticketpop app. | Click on the 'Sign In' button. | Cancel the login process.,The user should be redirected back to the login page.
TC_11082_08,Skip Button - Negative Flow,Ticketpop,11082,login,P2,Negative,,,Open the Ticketpop app. | Click on the 'Skip' button. | Cancel the login process.,The user should be redirected back to the login page.
TC_11082_09,Login with Facebook - Boundary/Validation,Ticketpop,11082,login,P2,Functional,,,Open the Ticketpop app. | Click on the 'Login with Facebook' button. | Ensure the Facebook login process is successful.,The user should be redirected to the main screen of the Ticketpop app.
TC_11088_01,Verify toggle switch functionality,Settings,11088,settings,P1,Functional,,,Open the app and navigate to the Notifications settings page. | Locate the toggle switch labeled 'Send me discounts and other tasty updates'. | Click on the toggle switch to disable notifications. | Click on the toggle switch again to re-enable notifications.,The toggle switch should toggle between enabled (yellow circle on the right) and disabled (gray circle on the right).
TC_11088_02,Verify toggle switch is enabled by default,Settings,11088,settings,P1,Functional,,,Open the app and navigate to the Notifications settings page. | Locate the toggle switch labeled 'Send me discounts and other tasty updates'.,The toggle switch should be in the enabled state (yellow circle on the right).
TC_11088_03,Verify toggle switch is disabled,Settings,11088,settings,P1,Functional,,,Open the app and navigate to the Notifications settings page. | Locate the toggle switch labeled 'Send me discounts and other tasty updates'. | Click on the toggle switch to disable notifications.,The toggle switch should be in the disabled state (gray circle on the right).
TC_11088_04,Verify toggle switch is enabled,Settings,11088,settings,P1,Functional,,,Open the app and navigate to the Notifications settings page. | Locate the toggle switch labeled 'Send me discounts and other tasty updates'. | Click on the toggle switch to enable notifications.,The toggle switch should be in the enabled state (yellow circle on the right).
TC_11088_05,Verify toggle switch is not clickable when disabled,Settings,11088,settings,P1,Functional,,,Open the app and navigate to the Notifications settings page. | Locate the toggle switch labeled 'Send me discounts and other tasty updates'. | Click on the toggle switch to disable notifications. | Attempt to click on the toggle switch again.,The toggle switch should remain in the disabled state (gray circle on the right).
TC_11088_06,Verify toggle switch is clickable when enabled,Settings,11088,settings,P1,Functional,,,Open the app and navigate to the Notifications settings page. | Locate the toggle switch labeled 'Send me discounts and other tasty updates'. | Click on the toggle switch to enable notifications. | Attempt to click on the toggle switch again.,The toggle switch should toggle between enabled (yellow circle on the right) and disabled (gray circle on the right).
TC_11088_07,Verify toggle switch is not clickable when enabled,Settings,11088,settings,P1,Functional,,,Open the app and navigate to the Notifications settings page. | Locate the toggle switch labeled 'Send me discounts and other tasty updates'. | Click on the toggle switch to enable notifications. | Attempt to click on the toggle switch again.,The toggle switch should remain in the enabled state (yellow circle on the right).
TC_11088_08,Verify toggle switch is clickable when disabled,Settings,11088,settings,P1,Functional,,,Open the app and navigate to the Notifications settings page. | Locate the toggle switch labeled 'Send me discounts and other tasty updates'. | Click on the toggle switch to disable notifications. | Attempt to click on the toggle switch again.,The toggle switch should toggle between enabled (yellow circle on the right) and disabled (gray circle on the right).
TC_11148_001,登录状态检查,NewsApp,11148,menu,P1,Functional,用户未登录,无,打开应用 | 检查是否显示'请登录'文本 | 点击'请登录'文本,显示登录页面
TC_11148_002,登录功能测试,NewsApp,11148,menu,P1,Functional,用户未登录,用户名 | 密码,打开应用 | 点击'请登录'文本 | 输入用户名 | 输入密码 | 点击登录按钮,用户登录成功
TC_11148_003,导航至其他页面,NewsApp,11148,menu,P1,Functional,用户已登录,无,打开应用 | 点击'请登录'文本 | 输入用户名 | 输入密码 | 点击登录按钮 | 点击'开始游戏'按钮 | 点击'音乐日报'按钮,导航至'开始游戏'页面 | 导航至'音乐日报'页面
TC_11148_004,类别列表验证,NewsApp,11148,menu,P1,Functional,用户已登录,无,打开应用 | 点击'请登录'文本 | 输入用户名 | 输入密码 | 点击登录按钮 | 点击'开始游戏'按钮 | 点击'音乐日报'按钮,显示类别列表
TC_11148_005,类别详情页验证,NewsApp,11148,menu,P1,Functional,用户已登录,无,打开应用 | 点击'请登录'文本 | 输入用户名 | 输入密码 | 点击登录按钮 | 点击'开始游戏'按钮 | 点击'音乐日报'按钮 | 点击某个类别,显示类别详情页
TC_11148_006,类别详情页导航,NewsApp,11148,menu,P1,Functional,用户已登录,无,打开应用 | 点击'请登录'文本 | 输入用户名 | 输入密码 | 点击登录按钮 | 点击'开始游戏'按钮 | 点击'音乐日报'按钮 | 点击某个类别 | 点击'开始游戏'按钮 | 点击'音乐日报'按钮,导航至'开始游戏'页面 | 导航至'音乐日报'页面
TC_11148_007,类别详情页内容验证,NewsApp,11148,menu,P1,Functional,用户已登录,无,打开应用 | 点击'请登录'文本 | 输入用户名 | 输入密码 | 点击登录按钮 | 点击'开始游戏'按钮 | 点击'音乐日报'按钮 | 点击某个类别 | 检查类别详情页内容,显示类别详情页内容
TC_11148_008,类别详情页内容导航,NewsApp,11148,menu,P1,Functional,用户已登录,无,打开应用 | 点击'请登录'文本 | 输入用户名 | 输入密码 | 点击登录按钮 | 点击'开始游戏'按钮 | 点击'音乐日报'按钮 | 点击某个类别 | 点击'开始游戏'按钮 | 点击'音乐日报'按钮,导航至'开始游戏'页面 | 导航至'音乐日报'页面
TC_1115_001,Login button should navigate to login page,Paytm Passbook,1115,tutorial,P1,Functional,,,Click on the 'Login' button at the bottom of the screen.,The app should navigate to the login page.
TC_1115_002,Sign Up button should navigate to sign up page,Paytm Passbook,1115,tutorial,P1,Functional,,,Click on the 'Sign Up' button at the bottom of the screen.,The app should navigate to the sign up page.
TC_1115_003,Header back arrow should navigate to previous screen,Paytm Passbook,1115,tutorial,P1,Functional,,,Click on the back arrow in the header.,The app should navigate to the previous screen.
TC_1115_004,Login button should be clickable,Paytm Passbook,1115,tutorial,P1,Functional,,,Click on the 'Login' button at the bottom of the screen.,The 'Login' button should be clickable.
TC_1115_005,Sign Up button should be clickable,Paytm Passbook,1115,tutorial,P1,Functional,,,Click on the 'Sign Up' button at the bottom of the screen.,The 'Sign Up' button should be clickable.
TC_1115_006,Header back arrow should be clickable,Paytm Passbook,1115,tutorial,P1,Functional,,,Click on the back arrow in the header.,The back arrow in the header should be clickable.
TC_1115_007,Illustration should be displayed,Paytm Passbook,1115,tutorial,P1,Functional,,,Verify that the illustration of a wallet and a ticket with a percentage symbol is displayed.,The illustration should be displayed.
TC_1115_008,List of features should be displayed,Paytm Passbook,1115,tutorial,P1,Functional,,,Verify that the list of four features is displayed.,The list of four features should be displayed.
TC_1115_009,Login button should not be clickable if not logged in,Paytm Passbook,1115,tutorial,P1,Functional,,,Ensure the user is not logged in. | Click on the 'Login' button at the bottom of the screen.,The 'Login' button should not be clickable.
TC_1115_010,Sign Up button should not be clickable if not logged in,Paytm Passbook,1115,tutorial,P1,Functional,,,Ensure the user is not logged in. | Click on the 'Sign Up' button at the bottom of the screen.,The 'Sign Up' button should not be clickable.
TC_1115_011,Header back arrow should not be clickable if not logged in,Paytm Passbook,1115,tutorial,P1,Functional,,,Ensure the user is not logged in. | Click on the back arrow in the header.,The back arrow in the header should not be clickable.
TC_11150_01,Verify the presence of short reviews,Feedback Review,11150,bare,P1,Functional,The user is logged in and on the feedback review screen.,,Open the app and navigate to the feedback review screen. | Verify that the title '1 条点评' (1 short review) is displayed.,The title '1 条点评' (1 short review) is displayed.
TC_11150_02,Verify the absence of long reviews,Feedback Review,11150,bare,P1,Functional,The user is logged in and on the feedback review screen.,,Open the app and navigate to the feedback review screen. | Verify that the subtitle '0 条长评' (0 long reviews) is displayed.,The subtitle '0 条长评' (0 long reviews) is displayed.
TC_11150_03,Verify the presence of a placeholder image,Feedback Review,11150,bare,P1,Functional,The user is logged in and on the feedback review screen.,,Open the app and navigate to the feedback review screen. | Verify that a placeholder image of a chair is displayed in the main content area.,A placeholder image of a chair is displayed in the main content area.
TC_11150_04,Verify the footer text,Feedback Review,11150,bare,P1,Functional,The user is logged in and on the feedback review screen.,,Open the app and navigate to the feedback review screen. | Verify that the footer text '1 条短评' (1 short review) is displayed.,The footer text '1 条短评' (1 short review) is displayed.
TC_11150_05,Verify the back arrow functionality,Feedback Review,11150,bare,P1,Functional,The user is logged in and on the feedback review screen.,,Open the app and navigate to the feedback review screen. | Click on the back arrow in the header. | Verify that the user is navigated back to the previous screen.,The user is navigated back to the previous screen.
TC_11150_06,Verify the pencil icon functionality,Feedback Review,11150,bare,P1,Functional,The user is logged in and on the feedback review screen.,,Open the app and navigate to the feedback review screen. | Click on the pencil icon in the header. | Verify that the user is navigated to the edit review screen.,The user is navigated to the edit review screen.
TC_11150_07,Verify the absence of long reviews,Feedback Review,11150,bare,P1,Negative,The user is logged in and on the feedback review screen.,,Open the app and navigate to the feedback review screen. | Click on the subtitle '0 条长评' (0 long reviews). | Verify that no long reviews are displayed.,No long reviews are displayed.
TC_11150_08,Verify the presence of short reviews,Feedback Review,11150,bare,P1,Negative,The user is logged in and on the feedback review screen.,,Open the app and navigate to the feedback review screen. | Click on the title '1 条点评' (1 short review). | Verify that short reviews are displayed.,Short reviews are displayed.
TC_11177_01,Verify the tutorial pop-up can be closed by tapping the 'X' button,MobileApp,11177,modal,P1,Functional,,,Tap the 'X' button at the top right corner of the pop-up window.,"The tutorial pop-up should close, and the user should be returned to the previous screen."
TC_11177_02,Verify the tutorial pop-up can be closed by tapping outside the pop-up window,MobileApp,11177,modal,P1,Functional,,,Tap outside the pop-up window.,"The tutorial pop-up should close, and the user should be returned to the previous screen."
TC_11177_03,Verify the tutorial pop-up remains open if the 'X' button is tapped multiple times,MobileApp,11177,modal,P1,Functional,,,Tap the 'X' button multiple times.,The tutorial pop-up should remain open after tapping the 'X' button multiple times.
TC_11177_04,Verify the tutorial pop-up can be closed by pressing the back button,MobileApp,11177,modal,P1,Functional,,,Press the back button on the device.,"The tutorial pop-up should close, and the user should be returned to the previous screen."
TC_11177_05,Verify the tutorial pop-up can be closed by pressing the home button,MobileApp,11177,modal,P1,Functional,,,Press the home button on the device.,"The tutorial pop-up should close, and the user should be returned to the home screen."
TC_11177_06,Verify the tutorial pop-up can be closed by pressing the recent apps button,MobileApp,11177,modal,P1,Functional,,,Press the recent apps button on the device.,"The tutorial pop-up should close, and the user should be returned to the previous screen."
TC_11177_07,Verify the tutorial pop-up can be closed by pressing the multitasking button,MobileApp,11177,modal,P1,Functional,,,Press the multitasking button on the device.,"The tutorial pop-up should close, and the user should be returned to the previous screen."
TC_11177_08,Verify the tutorial pop-up can be closed by pressing the multitasking button,MobileApp,11177,modal,P1,Functional,,,Press the multitasking button on the device.,"The tutorial pop-up should close, and the user should be returned to the previous screen."
TC_11177_09,Verify the tutorial pop-up can be closed by pressing the multitasking button,MobileApp,11177,modal,P1,Functional,,,Press the multitasking button on the device.,"The tutorial pop-up should close, and the user should be returned to the previous screen."
TC_11177_10,Verify the tutorial pop-up can be closed by pressing the multitasking button,MobileApp,11177,modal,P1,Functional,,,Press the multitasking button on the device.,"The tutorial pop-up should close, and the user should be returned to the previous screen."
TC_11231_01,Positive flow: User navigates to the home page and performs a search,Talabat.com,11231,search,P1,Functional,,,Open the Talabat.com mobile app. | Click on the search icon in the header. | Enter a cuisine name in the 'All Cuisines' input field. | Click on the 'FIND RESTAURANTS' button.,The app should display a list of restaurants based on the entered cuisine.
TC_11231_02,Negative flow: User enters an invalid cuisine name,Talabat.com,11231,search,P2,Negative,,invalid_cuisine,Open the Talabat.com mobile app. | Click on the search icon in the header. | Enter 'invalid_cuisine' in the 'All Cuisines' input field. | Click on the 'FIND RESTAURANTS' button.,The app should display an error message indicating that the entered cuisine is invalid.
TC_11231_03,Boundary validation: User selects a valid cuisine,Talabat.com,11231,search,P1,Functional,,Italian,Open the Talabat.com mobile app. | Click on the search icon in the header. | Enter 'Italian' in the 'All Cuisines' input field. | Click on the 'FIND RESTAURANTS' button.,The app should display a list of Italian restaurants.
